Lp;Time;Alligator;Sila bykow;Sila niedzwiedzi;CCI;Demarker;RSI;Oscylator Stochastyczny;Williams;Klasa
5395;2013.6.18.11;0;0.00075;0.00375;162.5;0.555;59;81;-31;WAIT
5396;2013.6.18.12;0;0.00075;0.00225;132.5;0.555;61;75;-25;WAIT
5397;2013.6.18.13;0.0015;0.00025;0.00175;77.5;0.535;57;69;-33;WAIT
5398;2013.6.18.14;0.0015;-0.00225;0.00375;12.5;0.505;49;55;-63;WAIT
5399;2013.6.18.15;0.0025;-0.00275;0.00325;67.5;0.495;59;55;-19;BUY
5400;2013.6.18.16;0.0025;0.00075;0.00275;127.5;0.495;61;63;-11;WAIT
5401;2013.6.18.17;0.0035;0.00175;0.00425;157.5;0.575;65;85;-11;WAIT
5402;2013.6.18.18;0.0025;0.00175;0.00375;122.5;0.575;59;83;-23;WAIT
5403;2013.6.18.19;0.0025;0.00125;0.00275;117.5;0.575;63;83;-9;WAIT
5404;2013.6.18.20;0.0035;0.00125;0.00225;107.5;0.595;61;79;-13;WAIT
5405;2013.6.18.21;0.0035;0.00075;0.00175;72.5;0.575;59;73;-21;WAIT
5406;2013.6.18.22;0.0045;0.00075;0.00125;42.5;0.665;57;39;-27;WAIT
5407;2013.6.18.23;0.0045;-0.00025;0.00075;17.5;0.525;57;19;-27;WAIT
5408;2013.6.19.0;0.0045;-0.00025;0.00075;-2.5;0.445;53;13;-37;WAIT
5409;2013.6.19.1;0.0045;-0.00025;0.00025;2.5;0.435;57;23;-29;WAIT
5410;2013.6.19.2;0.0045;-0.00025;0.00125;27.5;0.485;57;27;-29;WAIT
5411;2013.6.19.3;0.0035;0.00025;0.00125;17.5;0.515;55;43;-29;WAIT
5412;2013.6.19.4;0.0035;-0.00075;0.00025;-62.5;0.515;53;37;-35;WAIT
5413;2013.6.19.5;0.0025;-0.00025;0.00025;-67.5;0.545;55;33;-67;WAIT
5414;2013.6.19.6;0.0025;-0.00025;0.00025;-52.5;0.545;55;33;-73;WAIT
5415;2013.6.19.7;0.0025;-0.00025;0.00025;-57.5;0.285;55;43;-75;WAIT
5416;2013.6.19.8;0.0025;-0.00025;0.00175;92.5;0.505;61;57;-33;WAIT
5417;2013.6.19.9;0.0025;-0.00075;0.00175;17.5;0.485;53;45;-75;WAIT
5418;2013.6.19.10;0.0015;-0.00025;0.00125;42.5;0.485;55;41;-65;WAIT
5419;2013.6.19.11;0.0015;-0.00075;0.00025;-77.5;0.495;51;19;-85;WAIT
5420;2013.6.19.12;0.0015;-0.00075;0.00025;-32.5;0.515;53;21;-75;WAIT
5421;2013.6.19.13;0.0015;-0.00025;0.00075;72.5;0.645;57;33;-43;WAIT
5422;2013.6.19.14;0.0015;0.00025;0.00125;122.5;0.695;55;45;-55;WAIT
5423;2013.6.19.15;0.0015;-0.00025;0.00075;-12.5;0.615;51;45;-79;WAIT
5424;2013.6.19.16;0.0015;-0.00025;0.00075;97.5;0.575;57;51;-29;WAIT
5425;2013.6.19.17;0.0015;0.00025;0.00175;172.5;0.635;57;55;-33;WAIT
5426;2013.6.19.18;0.0015;0.00025;0.00125;127.5;0.725;57;67;-39;SELL
5427;2013.6.19.19;0.0015;0.00025;0.00125;122.5;0.715;59;65;-21;SELL
5428;2013.6.19.20;0.0015;-0.01175;0.00375;-447.5;0.235;21;21;-93;SELL
5429;2013.6.19.21;0.0015;-0.01025;-0.00725;-287.5;0.225;25;15;-89;WAIT
5430;2013.6.19.22;0.0015;-0.00825;-0.00575;-167.5;0.195;29;13;-79;WAIT
5431;2013.6.19.23;0;-0.00575;-0.00525;-117.5;0.195;31;19;-79;WAIT
5432;2013.6.20.0;0.0035;-0.00525;-0.00375;-97.5;0.215;29;19;-83;WAIT
5433;2013.6.20.1;0.0045;-0.00525;-0.00425;-87.5;0.205;29;23;-87;WAIT
5434;2013.6.20.2;0.0075;-0.00425;-0.00225;-67.5;0.255;29;27;-85;WAIT
5435;2013.6.20.3;0.0095;-0.00525;-0.00275;-77.5;0.215;27;39;-93;SELL
5436;2013.6.20.4;0.0105;-0.00425;-0.00325;-72.5;0.195;27;29;-95;WAIT
5437;2013.6.20.5;0.0095;-0.00475;-0.00325;-82.5;0.185;25;15;-99;WAIT
5438;2013.6.20.6;0.0105;-0.00425;-0.00375;-82.5;0.175;25;9;-99;WAIT
5439;2013.6.20.7;0.0105;-0.00425;-0.00325;-87.5;0.145;25;7;-97;WAIT
5440;2013.6.20.8;0.0105;-0.00475;-0.00175;-102.5;0.165;23;13;-93;SELL
5441;2013.6.20.9;0.0105;-0.00625;-0.00125;-157.5;0.145;19;19;-95;SELL
5442;2013.6.20.10;0.0105;-0.00725;-0.00375;-182.5;0.245;19;29;-75;SELL
5443;2013.6.20.11;0.0115;-0.00725;-0.00325;-172.5;0.225;17;23;-91;WAIT
5444;2013.6.20.12;0.0115;-0.00675;-0.00425;-157.5;0.185;17;21;-89;WAIT
5445;2013.6.20.13;0.0115;-0.00525;-0.00275;-102.5;0.245;25;21;-75;WAIT
5446;2013.6.20.14;0.0125;-0.00375;-0.00175;-87.5;0.245;23;27;-87;SELL
5447;2013.6.20.15;0.0135;-0.00425;-0.00075;-77.5;0.255;25;37;-85;WAIT
5448;2013.6.20.16;0.0135;-0.00625;-0.00225;-117.5;0.165;21;31;-89;BUY
5449;2013.6.20.17;0.0135;-0.00475;-0.00025;-57.5;0.275;37;51;-55;BUY
5450;2013.6.20.18;0.0135;-0.00125;0.00175;27.5;0.355;45;73;-29;WAIT
5451;2013.6.20.19;0.0135;-0.00075;0.00125;27.5;0.385;41;89;-41;WAIT
5452;2013.6.20.20;0.0125;-0.00275;0.00125;-27.5;0.345;35;75;-67;WAIT
5453;2013.6.20.21;0.0115;-0.00275;0.00025;-2.5;0.355;41;63;-49;BUY
5454;2013.6.20.22;0.0105;-0.00075;0.00125;67.5;0.365;43;53;-43;WAIT
5455;2013.6.20.23;0.0095;-0.00025;0.00125;102.5;0.425;45;65;-15;WAIT
5456;2013.6.21.0;0.0085;0.00025;0.00125;117.5;0.515;47;73;-7;WAIT
5457;2013.6.21.1;0.0075;0.00025;0.00225;102.5;0.575;45;77;-21;WAIT
5458;2013.6.21.2;0.0065;-0.00225;0.00125;27.5;0.495;43;65;-33;WAIT
5459;2013.6.21.3;0.0065;-0.00075;0.00075;52.5;0.455;47;57;-19;WAIT
5460;2013.6.21.4;0.0055;0.00025;0.00275;132.5;0.515;53;67;-5;WAIT
5461;2013.6.21.5;0.0045;0.00075;0.00225;102.5;0.535;49;75;-19;WAIT
5462;2013.6.21.6;0.0045;-0.00025;0.00075;47.5;0.605;47;69;-31;WAIT
5463;2013.6.21.7;0.0035;-0.00025;0.00125;72.5;0.555;49;61;-23;WAIT
5464;2013.6.21.8;0.0035;0.00025;0.00175;82.5;0.505;49;51;-33;WAIT
5465;2013.6.21.9;0.0025;-0.00175;0.00125;-22.5;0.425;45;43;-49;WAIT
5466;2013.6.21.10;0.0015;-0.00125;-0.00025;-72.5;0.515;43;27;-59;WAIT
5467;2013.6.21.11;0.0015;-0.00175;0.00025;-82.5;0.495;45;31;-57;WAIT
5468;2013.6.21.12;0.0015;-0.00125;0.00025;-102.5;0.465;43;21;-77;SELL
5469;2013.6.21.13;0.0015;-0.00225;-0.00075;-167.5;0.405;39;17;-95;SELL
5470;2013.6.21.14;0.0015;-0.00675;-0.00075;-287.5;0.255;31;11;-89;SELL
5471;2013.6.21.15;0.0025;-0.00525;-0.00275;-217.5;0.215;33;17;-83;SELL
5472;2013.6.21.16;0.0025;-0.00725;-0.00275;-197.5;0.205;27;15;-91;WAIT
5473;2013.6.21.17;0.0035;-0.00725;-0.00475;-177.5;0.195;25;11;-99;WAIT
5474;2013.6.21.18;0.0045;-0.00775;-0.00375;-122.5;0.095;35;19;-71;WAIT
5475;2013.6.21.19;0.0055;-0.00425;-0.00125;-77.5;0.175;35;31;-71;WAIT
5476;2013.6.21.20;0.0075;-0.00325;-0.00225;-72.5;0.185;35;51;-73;SELL
5477;2013.6.21.21;0.0095;-0.00375;-0.00225;-82.5;0.155;31;53;-83;SELL
5478;2013.6.21.22;0.0095;-0.00375;-0.00275;-87.5;0.115;31;47;-85;WAIT
5479;2013.6.24.0;0.0105;-0.00475;-0.00325;-102.5;0.115;29;27;-97;WAIT
5480;2013.6.24.1;0.0105;-0.00375;-0.00325;-92.5;0.115;29;15;-95;WAIT
5481;2013.6.24.2;0.0095;-0.00325;-0.00275;-87.5;0.115;31;7;-93;WAIT
5482;2013.6.24.3;0.0095;-0.00275;-0.00225;-82.5;0.115;29;11;-95;WAIT
5483;2013.6.24.4;0.0105;-0.00375;-0.00225;-117.5;0.115;27;11;-99;WAIT
5484;2013.6.24.5;0.0105;-0.00325;-0.00225;-107.5;0.165;31;19;-89;WAIT
5485;2013.6.24.6;0.0105;-0.00275;-0.00125;-72.5;0.215;35;41;-77;WAIT
5486;2013.6.24.7;0.0105;-0.00175;-0.00075;-62.5;0.305;33;51;-87;WAIT
5487;2013.6.24.8;0.0105;-0.00225;-0.00075;-72.5;0.325;33;51;-87;WAIT
5488;2013.6.24.9;0.0095;-0.00375;0.00025;-52.5;0.345;39;61;-61;WAIT
5489;2013.6.24.10;0.0095;-0.00275;0.00075;-27.5;0.285;37;67;-59;WAIT
5490;2013.6.24.11;0.0095;-0.00125;0.00125;27.5;0.295;37;69;-59;WAIT
5491;2013.6.24.12;0.0085;-0.00075;0.00025;42.5;0.335;37;61;-43;WAIT
5492;2013.6.24.13;0.0085;-0.00125;0.00025;-47.5;0.325;35;53;-61;WAIT
5493;2013.6.24.14;0.0075;-0.00475;-0.00025;-207.5;0.255;37;55;-37;WAIT
5494;2013.6.24.15;0.0065;-0.00425;-0.00025;-157.5;0.265;35;55;-45;WAIT
5495;2013.6.24.16;0.0065;-0.00325;0.00075;-92.5;0.305;35;61;-47;WAIT
5496;2013.6.24.17;0.0065;-0.00225;0.00125;-52.5;0.315;33;59;-51;WAIT
5497;2013.6.24.18;0.0065;-0.00175;0.00025;-42.5;0.365;37;63;-43;BUY
5498;2013.6.24.19;0.0065;-0.00125;0.00175;142.5;0.465;51;75;-3;WAIT
5499;2013.6.24.20;0.0065;0.00125;0.00375;227.5;0.525;51;79;-25;WAIT
5500;2013.6.24.21;0.0055;0.00025;0.00225;137.5;0.475;51;79;-23;WAIT
5501;2013.6.24.22;0.0055;0.00075;0.00175;97.5;0.505;49;67;-29;WAIT
5502;2013.6.24.23;0.0035;0.00025;0.00125;87.5;0.525;51;63;-25;WAIT
5503;2013.6.25.0;0.0025;0.00025;0.00175;102.5;0.525;55;57;-15;WAIT
5504;2013.6.25.1;0.0015;0.00075;0.00175;102.5;0.535;57;67;-11;WAIT
5505;2013.6.25.2;0.0015;0.00025;0.00175;72.5;0.525;51;69;-21;WAIT
5506;2013.6.25.3;0;-0.00025;0.00125;47.5;0.545;49;61;-27;WAIT
5507;2013.6.25.4;0;-0.00025;0.00025;32.5;0.795;51;37;-27;WAIT
5508;2013.6.25.5;0;-0.00075;0.00075;-7.5;0.715;45;21;-43;WAIT
5509;2013.6.25.6;0;-0.00075;-0.00025;-37.5;0.695;45;13;-49;BUY
5510;2013.6.25.7;0;-0.00075;0.00025;-52.5;0.675;47;15;-47;BUY
5511;2013.6.25.8;0;-0.00075;0.00275;167.5;0.765;61;53;-7;WAIT
5512;2013.6.25.9;0;0.00025;0.00225;147.5;0.715;59;75;-19;SELL
5513;2013.6.25.10;0;-0.00075;0.00175;57.5;0.565;53;73;-51;WAIT
5514;2013.6.25.11;0;-0.00125;0.00075;-42.5;0.605;47;51;-81;WAIT
5515;2013.6.25.12;0;-0.00125;0.00025;-12.5;0.605;51;35;-55;WAIT
5516;2013.6.25.13;0;-0.00025;0.00125;102.5;0.665;57;45;-21;WAIT
5517;2013.6.25.14;0;-0.00375;0.00225;-142.5;0.425;41;41;-83;SELL
5518;2013.6.25.15;0;-0.00375;-0.00075;-172.5;0.405;41;35;-79;WAIT
5519;2013.6.25.16;0;-0.00475;-0.00125;-222.5;0.355;35;17;-89;WAIT
5520;2013.6.25.17;0;-0.00425;-0.00225;-172.5;0.365;39;17;-83;WAIT
5521;2013.6.25.18;0;-0.00275;-0.00025;-82.5;0.435;45;25;-61;WAIT
5522;2013.6.25.19;0.0015;-0.00175;-0.00025;-72.5;0.465;43;37;-69;WAIT
5523;2013.6.25.20;0.0025;-0.00125;-0.00025;-62.5;0.465;43;53;-69;WAIT
5524;2013.6.25.21;0.0035;-0.00125;-0.00025;-47.5;0.465;45;67;-63;WAIT
5525;2013.6.25.22;0.0035;-0.00175;-0.00025;-72.5;0.275;41;59;-83;WAIT
5526;2013.6.25.23;0.0035;-0.00175;-0.00125;-82.5;0.265;41;43;-79;WAIT
5527;2013.6.26.0;0.0035;-0.00175;-0.00125;-87.5;0.275;41;15;-81;WAIT
5528;2013.6.26.1;0.0025;-0.00225;-0.00125;-97.5;0.275;39;19;-87;WAIT
5529;2013.6.26.2;0.0025;-0.00175;-0.00025;-52.5;0.325;45;33;-73;WAIT
5530;2013.6.26.3;0.0035;-0.00125;-0.00025;-52.5;0.235;43;43;-81;WAIT
5531;2013.6.26.4;0.0035;-0.00225;-0.00025;-147.5;0.315;37;39;-97;WAIT
5532;2013.6.26.5;0.0035;-0.00275;-0.00125;-167.5;0.295;39;29;-79;WAIT
5533;2013.6.26.6;0.0035;-0.00225;-0.00125;-122.5;0.385;39;27;-75;WAIT
5534;2013.6.26.7;0.0035;-0.00125;-0.00075;-72.5;0.435;43;43;-63;WAIT
5535;2013.6.26.8;0.0035;-0.00225;0.00025;-82.5;0.255;41;53;-65;WAIT
5536;2013.6.26.9;0.0035;-0.00125;0.00075;-32.5;0.305;43;61;-59;SELL
5537;2013.6.26.10;0.0035;-0.00325;0.00025;-162.5;0.225;33;39;-95;SELL
5538;2013.6.26.11;0.0045;-0.00425;-0.00175;-252.5;0.195;29;19;-95;WAIT
5539;2013.6.26.12;0.0035;-0.00475;-0.00225;-232.5;0.185;27;7;-91;WAIT
5540;2013.6.26.13;0.0035;-0.00375;-0.00225;-162.5;0.185;29;9;-87;WAIT
5541;2013.6.26.14;0.0035;-0.00325;0.00025;-77.5;0.355;39;23;-59;WAIT
5542;2013.6.26.15;0.0045;-0.00225;-0.00025;-67.5;0.365;37;35;-71;SELL
5543;2013.6.26.16;0.0055;-0.00425;-0.00025;-127.5;0.265;29;33;-99;WAIT
5544;2013.6.26.17;0.0065;-0.00525;-0.00325;-147.5;0.235;31;25;-79;WAIT
5545;2013.6.26.18;0.0065;-0.00375;-0.00225;-107.5;0.275;33;23;-77;WAIT
5546;2013.6.26.19;0.0065;-0.00275;-0.00175;-92.5;0.285;33;31;-79;WAIT
5547;2013.6.26.20;0.0065;-0.00325;-0.00175;-92.5;0.265;31;33;-81;WAIT
5548;2013.6.26.21;0.0065;-0.00225;-0.00075;-62.5;0.275;33;41;-77;WAIT
5549;2013.6.26.22;0.0075;-0.00175;-0.00075;-52.5;0.275;37;55;-73;WAIT
5550;2013.6.26.23;0.0075;-0.00125;-0.00025;-42.5;0.265;35;73;-77;WAIT
5551;2013.6.27.0;0.0075;-0.00125;-0.00025;-27.5;0.315;39;75;-59;WAIT
5552;2013.6.27.1;0.0075;-0.00075;-0.00025;-2.5;0.365;39;77;-55;WAIT
5553;2013.6.27.2;0.0065;-0.00075;0.00075;47.5;0.465;45;93;-43;WAIT
5554;2013.6.27.3;0.0065;0.00025;0.00075;77.5;0.485;45;95;-39;WAIT
5555;2013.6.27.4;0.0055;0.00075;0.00125;127.5;0.365;47;91;-31;WAIT
5556;2013.6.27.5;0.0055;0.00075;0.00125;147.5;0.365;47;85;-19;WAIT
5557;2013.6.27.6;0.0045;0.00025;0.00125;117.5;0.545;49;83;-5;WAIT
5558;2013.6.27.7;0.0035;0.00075;0.00125;107.5;0.755;47;77;-17;WAIT
5559;2013.6.27.8;0.0035;-0.00025;0.00175;82.5;0.645;47;63;-25;WAIT
5560;2013.6.27.9;0.0025;-0.00125;0.00125;72.5;0.595;51;61;-11;WAIT
5561;2013.6.27.10;0.0015;-0.00025;0.00125;72.5;0.695;47;59;-29;WAIT
5562;2013.6.27.11;0.0015;-0.00125;0.00075;-17.5;0.495;41;47;-65;WAIT
5563;2013.6.27.12;0.0015;-0.00125;0.00025;-42.5;0.495;43;33;-55;WAIT
5564;2013.6.27.13;0.0015;-0.00075;0.00175;82.5;0.585;53;45;-13;WAIT
5565;2013.6.27.14;0.0015;-0.00075;0.00125;42.5;0.595;49;59;-37;SELL
5566;2013.6.27.15;0.0015;-0.00025;0.00225;112.5;0.635;51;65;-45;WAIT
5567;2013.6.27.16;0.0015;-0.00225;0.00225;-187.5;0.445;37;33;0;WAIT
5568;2013.6.27.17;0.0015;-0.00225;-0.00025;-177.5;0.415;45;27;-67;BUY
5569;2013.6.27.18;0;-0.00125;0.00325;67.5;0.555;51;33;-39;BUY
5570;2013.6.27.19;0;0.00075;0.00125;77.5;0.555;51;53;-37;WAIT
5571;2013.6.27.20;0;-0.00025;0.00175;117.5;0.565;57;71;-13;WAIT
5572;2013.6.27.21;0;0.00075;0.00225;122.5;0.565;53;73;-27;WAIT
5573;2013.6.27.22;0;0.00025;0.00125;82.5;0.595;53;75;-31;WAIT
5574;2013.6.27.23;0;0.00025;0.00075;47.5;0.605;51;61;-33;WAIT
5575;2013.6.28.0;0;-0.00025;0.00075;27.5;0.595;51;43;-39;WAIT
5576;2013.6.28.1;0;-0.00025;0.00075;27.5;0.665;51;29;-33;WAIT
5577;2013.6.28.2;0;-0.00025;0.00075;27.5;0.675;51;23;-39;BUY
5578;2013.6.28.3;0;-0.00025;0.00275;182.5;0.685;61;57;-3;BUY
5579;2013.6.28.4;0;0.00175;0.00325;242.5;0.715;65;81;-5;WAIT
5580;2013.6.28.5;0;0.00175;0.00275;172.5;0.695;63;89;-9;WAIT
5581;2013.6.28.6;0;0.00125;0.00225;132.5;0.855;61;85;-13;WAIT
5582;2013.6.28.7;0.0015;0.00075;0.00225;112.5;0.835;65;85;-3;WAIT
5583;2013.6.28.8;0.0015;-0.00075;0.00225;42.5;0.635;53;67;-53;WAIT
5584;2013.6.28.9;0.0025;-0.00075;0.00025;-17.5;0.605;51;47;-61;WAIT
5585;2013.6.28.10;0.0035;-0.00075;0.00025;-2.5;0.615;53;19;-57;WAIT
5586;2013.6.28.11;0.0035;-0.00075;0.00075;27.5;0.625;57;31;-35;WAIT
5587;2013.6.28.12;0.0025;0.00025;0.00125;62.5;0.665;59;51;-19;WAIT
5588;2013.6.28.13;0.0025;0.00075;0.00225;97.5;0.725;61;69;-19;SELL
5589;2013.6.28.14;0.0015;0.00075;0.00425;157.5;0.785;65;73;-23;SELL
5590;2013.6.28.15;0.0015;-0.00275;0.00325;-72.5;0.585;43;43;-97;SELL
5591;2013.6.28.16;0.0015;-0.00525;-0.00125;-257.5;0.475;37;21;-95;WAIT
5592;2013.6.28.17;0.0025;-0.00525;-0.00275;-207.5;0.405;39;9;-83;WAIT
5593;2013.6.28.18;0.0025;-0.00425;-0.00275;-157.5;0.355;39;11;-87;WAIT
5594;2013.6.28.19;0.0015;-0.00425;-0.00225;-117.5;0.365;41;17;-81;WAIT
5595;2013.6.28.20;0.0015;-0.00225;-0.00125;-72.5;0.385;43;25;-75;WAIT
5596;2013.6.28.21;0.0015;-0.00225;-0.00125;-62.5;0.385;43;43;-79;WAIT
5597;2013.6.28.22;0.0025;-0.00175;-0.00075;-62.5;0.415;41;67;-85;WAIT
5598;2013.6.28.23;0.0035;-0.00175;-0.00175;-62.5;0.425;41;65;-85;WAIT
5599;2013.7.1.0;0.0035;-0.00175;-0.00075;-47.5;0.435;43;55;-81;WAIT
5600;2013.7.1.1;0.0035;-0.00125;-0.00075;-47.5;0.415;41;45;-85;WAIT
5601;2013.7.1.2;0.0035;-0.00125;-0.00025;-32.5;0.385;43;45;-81;WAIT
5602;2013.7.1.3;0.0035;-0.00075;0.00025;-2.5;0.365;47;57;-75;WAIT
5603;2013.7.1.4;0.0035;-0.00025;0.00025;72.5;0.245;47;81;-67;WAIT
5604;2013.7.1.5;0.0035;0.00025;0.00075;162.5;0.395;49;87;-31;WAIT
5605;2013.7.1.6;0.0035;0.00025;0.00125;162.5;0.765;51;83;-13;WAIT
5606;2013.7.1.7;0.0025;0.00025;0.00075;142.5;0.835;51;83;-9;WAIT
5607;2013.7.1.8;0.0025;-0.00025;0.00125;102.5;0.815;47;69;-29;WAIT
5608;2013.7.1.9;0.0015;-0.00075;0.00275;177.5;0.845;59;69;-17;BUY
5609;2013.7.1.10;0.0015;0.00075;0.00225;162.5;0.835;59;69;-17;WAIT
5610;2013.7.1.11;0;0.00075;0.00275;172.5;0.865;61;79;-13;WAIT
5611;2013.7.1.12;0;0.00075;0.00225;127.5;0.865;55;73;-31;WAIT
5612;2013.7.1.13;0;0.00025;0.00175;77.5;0.805;53;63;-41;WAIT
5613;2013.7.1.14;0;-0.00075;0.00125;22.5;0.695;49;41;-57;WAIT
5614;2013.7.1.15;0.0015;-0.00075;0.00075;12.5;0.695;51;27;-51;WAIT
5615;2013.7.1.16;0.0015;-0.00175;0.00025;-27.5;0.575;53;29;-47;WAIT
5616;2013.7.1.17;0.0015;-0.00025;0.00275;137.5;0.665;61;57;-15;WAIT
5617;2013.7.1.18;0.0015;0.00125;0.00275;137.5;0.655;59;71;-25;WAIT
5618;2013.7.1.19;0;0.00075;0.00225;132.5;0.645;61;83;-9;WAIT
5619;2013.7.1.20;0;0.00075;0.00175;107.5;0.615;59;83;-15;WAIT
5620;2013.7.1.21;0.0015;0.00125;0.00175;112.5;0.625;61;89;-5;WAIT
5621;2013.7.1.22;0.0015;0.00075;0.00175;102.5;0.625;61;87;-5;WAIT
5622;2013.7.1.23;0.0025;0.00075;0.00175;87.5;0.585;59;81;-15;WAIT
5623;2013.7.2.0;0.0025;0.00075;0.00125;87.5;0.585;63;75;-5;WAIT
5624;2013.7.2.1;0.0025;0.00075;0.00125;92.5;0.535;63;69;-5;WAIT
5625;2013.7.2.2;0.0035;0.00025;0.00125;52.5;0.495;57;61;-17;WAIT
5626;2013.7.2.3;0.0035;-0.00025;0.00075;7.5;0.495;53;27;-31;WAIT
5627;2013.7.2.4;0.0035;-0.00075;0.00025;-7.5;0.535;55;23;-21;WAIT
5628;2013.7.2.5;0.0035;-0.00025;0.00075;32.5;0.565;57;35;-17;WAIT
5629;2013.7.2.6;0.0025;-0.00025;0.00075;-37.5;0.665;53;47;-37;WAIT
5630;2013.7.2.7;0.0025;-0.00025;0.00075;27.5;0.445;57;59;-31;WAIT
5631;2013.7.2.8;0.0025;-0.00025;0.00175;187.5;0.565;63;75;-7;SELL
5632;2013.7.2.9;0.0015;-0.00075;0.00175;-2.5;0.515;51;63;-73;SELL
5633;2013.7.2.10;0.0015;-0.00325;0.00075;-317.5;0.325;39;29;-99;WAIT
5634;2013.7.2.11;0.0015;-0.00325;-0.00175;-257.5;0.295;39;9;-87;WAIT
5635;2013.7.2.12;0.0015;-0.00225;-0.00125;-162.5;0.295;41;11;-81;WAIT
5636;2013.7.2.13;0.0015;-0.00225;-0.00125;-127.5;0.245;41;17;-83;WAIT
5637;2013.7.2.14;0;-0.00475;-0.00075;-162.5;0.185;33;17;-87;WAIT
5638;2013.7.2.15;0;-0.00425;-0.00225;-142.5;0.165;33;21;-83;WAIT
5639;2013.7.2.16;0.0015;-0.00325;0.00025;-62.5;0.325;47;41;-51;WAIT
5640;2013.7.2.17;0.0025;-0.00175;0.00075;-57.5;0.355;43;61;-71;SELL
5641;2013.7.2.18;0.0035;-0.00225;-0.00075;-67.5;0.345;43;71;-67;SELL
5642;2013.7.2.19;0.0035;-0.00325;-0.00025;-92.5;0.295;39;47;-85;SELL
5643;2013.7.2.20;0.0035;-0.00475;-0.00175;-157.5;0.245;33;31;-93;WAIT
5644;2013.7.2.21;0.0035;-0.00475;-0.00325;-167.5;0.225;31;17;-89;WAIT
5645;2013.7.2.22;0.0035;-0.00375;-0.00275;-132.5;0.175;33;17;-87;WAIT
5646;2013.7.2.23;0.0035;-0.00275;-0.00225;-102.5;0.195;35;23;-83;WAIT
5647;2013.7.3.0;0.0045;-0.00225;-0.00175;-92.5;0.255;33;29;-81;WAIT
5648;2013.7.3.1;0.0055;-0.00225;-0.00175;-87.5;0.255;33;35;-85;WAIT
5649;2013.7.3.2;0.0065;-0.00275;-0.00175;-92.5;0.245;31;33;-97;WAIT
5650;2013.7.3.3;0.0065;-0.00225;-0.00075;-67.5;0.275;35;35;-87;WAIT
5651;2013.7.3.4;0.0065;-0.00175;-0.00075;-62.5;0.355;35;29;-87;WAIT
5652;2013.7.3.5;0.0065;-0.00175;-0.00125;-62.5;0.365;35;41;-89;WAIT
5653;2013.7.3.6;0.0065;-0.00175;-0.00075;-57.5;0.155;35;45;-87;WAIT
5654;2013.7.3.7;0.0065;-0.00175;-0.00075;-87.5;0.115;33;33;-97;SELL
5655;2013.7.3.8;0.0055;-0.00175;-0.00025;-37.5;0.185;41;49;-75;WAIT
5656;2013.7.3.9;0.0055;-0.00475;0.00025;-357.5;0.135;27;25;-93;WAIT
5657;2013.7.3.10;0.0055;-0.00425;-0.00125;-207.5;0.175;39;41;-47;BUY
5658;2013.7.3.11;0.0055;-0.00225;-0.00025;-82.5;0.275;41;43;-41;WAIT
5659;2013.7.3.12;0.0055;-0.00125;0.00025;-37.5;0.305;41;63;-35;WAIT
5660;2013.7.3.13;0.0055;-0.00125;0.00075;-32.5;0.295;41;67;-39;WAIT
5661;2013.7.3.14;0.0055;-0.00225;0.00175;12.5;0.335;47;73;-17;WAIT
5662;2013.7.3.15;0.0055;-0.00125;0.00075;17.5;0.345;45;73;-23;BUY
5663;2013.7.3.16;0.0055;-0.00025;0.00225;97.5;0.455;45;71;-27;BUY
5664;2013.7.3.17;0.0045;-0.00025;0.00575;247.5;0.595;57;65;-25;BUY
5665;2013.7.3.18;0.0045;0.00225;0.00375;217.5;0.595;59;71;-17;WAIT
5666;2013.7.3.19;0.0035;0.00225;0.00325;152.5;0.595;57;71;-23;WAIT
5667;2013.7.3.20;0.0025;0.00125;0.00275;107.5;0.575;55;67;-29;WAIT
5668;2013.7.3.21;0.0015;0.00125;0.00225;97.5;0.595;59;63;-19;WAIT
5669;2013.7.3.22;0.0015;0.00125;0.00225;87.5;0.585;57;61;-19;WAIT
5670;2013.7.3.23;0.0015;0.00125;0.00175;72.5;0.815;57;67;-23;WAIT
5671;2013.7.4.0;0.0015;0.00075;0.00175;62.5;0.795;57;69;-25;WAIT
5672;2013.7.4.1;0.0015;0.00075;0.00225;82.5;0.805;61;77;-13;WAIT
5673;2013.7.4.2;0.0025;0.00025;0.00225;47.5;0.745;53;57;-33;WAIT
5674;2013.7.4.3;0.0025;-0.00025;0.00075;2.5;0.735;51;33;-37;WAIT
5675;2013.7.4.4;0.0025;-0.00075;-0.00025;-47.5;0.725;49;9;-49;WAIT
5676;2013.7.4.5;0.0025;-0.00075;0.00075;-57.5;0.745;49;9;-57;WAIT
5677;2013.7.4.6;0.0025;-0.00075;-0.00025;-167.5;0.655;47;11;-71;WAIT
5678;2013.7.4.7;0.0015;-0.00075;0.00025;-87.5;0.445;51;21;-69;WAIT
5679;2013.7.4.8;0.0015;-0.00075;0.00075;-57.5;0.465;53;37;-63;WAIT
5680;2013.7.4.9;0;-0.00125;0.00025;-107.5;0.415;47;53;-83;WAIT
5681;2013.7.4.10;0;-0.00125;0.00075;-57.5;0.495;51;53;-67;WAIT
5682;2013.7.4.11;0;-0.00025;0.00075;-12.5;0.505;53;55;-59;WAIT
5683;2013.7.4.12;0;-0.00025;0.00075;22.5;0.515;55;73;-49;SELL
