Lp;Time;Alligator;Sila bykow;Sila niedzwiedzi;CCI;Demarker;RSI;Oscylator Stochastyczny;Williams;Klasa
5684;2013.7.4.13;0;-0.00175;0.00225;-67.5;0.465;45;49;-87;SELL
5685;2013.7.4.14;0;-0.00975;0.00125;-437.5;0.225;23;15;-97;SELL
5686;2013.7.4.15;0;-0.00875;-0.00525;-262.5;0.175;33;13;-77;BUY
5687;2013.7.4.16;0;-0.00625;-0.00475;-162.5;0.185;33;15;-79;WAIT
5688;2013.7.4.17;0.0015;-0.00425;-0.00275;-107.5;0.245;35;23;-75;WAIT
5689;2013.7.4.18;0.0025;-0.00325;-0.00175;-77.5;0.275;35;27;-71;WAIT
5690;2013.7.4.19;0.0045;-0.00325;-0.00225;-77.5;0.235;35;35;-77;WAIT
5691;2013.7.4.20;0.0065;-0.00275;-0.00225;-62.5;0.245;35;45;-75;WAIT
5692;2013.7.4.21;0.0075;-0.00275;-0.00175;-62.5;0.215;35;49;-79;WAIT
5693;2013.7.4.22;0.0085;-0.00225;-0.00175;-52.5;0.205;35;29;-77;WAIT
5694;2013.7.4.23;0.0075;-0.00175;-0.00125;-52.5;0.215;35;7;-79;WAIT
5695;2013.7.5.0;0.0075;-0.00225;-0.00125;-57.5;0.185;33;5;-85;WAIT
5696;2013.7.5.1;0.0075;-0.00325;-0.00125;-92.5;0.155;29;9;-93;WAIT
5697;2013.7.5.2;0.0075;-0.00275;-0.00125;-107.5;0.155;33;17;-89;WAIT
5698;2013.7.5.3;0.0065;-0.00225;-0.00125;-97.5;0.115;35;31;-83;WAIT
5699;2013.7.5.4;0.0075;-0.00175;-0.00125;-97.5;0.355;33;37;-71;WAIT
5700;2013.7.5.5;0.0075;-0.00175;-0.00125;-92.5;0.355;33;45;-77;WAIT
5701;2013.7.5.6;0.0075;-0.00125;-0.00075;-57.5;0.375;37;49;-67;WAIT
5702;2013.7.5.7;0.0075;-0.00175;-0.00075;-82.5;0.155;35;55;-83;WAIT
5703;2013.7.5.8;0.0065;-0.00125;-0.00075;-82.5;0.075;35;49;-81;WAIT
5704;2013.7.5.9;0.0065;-0.00225;-0.00075;-142.5;0.055;31;29;-87;WAIT
5705;2013.7.5.10;0.0065;-0.00325;-0.00075;-182.5;0.055;29;29;-79;WAIT
5706;2013.7.5.11;0.0065;-0.00275;-0.00175;-177.5;0.055;29;27;-81;WAIT
5707;2013.7.5.12;0.0055;-0.00275;-0.00075;-122.5;0.135;33;35;-73;SELL
5708;2013.7.5.13;0.0055;-0.00225;-0.00025;-87.5;0.165;33;41;-67;SELL
5709;2013.7.5.14;0.0065;-0.00775;0.00125;-257.5;0.135;19;31;-83;SELL
5710;2013.7.5.15;0.0065;-0.00675;-0.00325;-242.5;0.155;21;25;-79;WAIT
5711;2013.7.5.16;0.0065;-0.00425;-0.00275;-152.5;0.165;25;25;-71;WAIT
5712;2013.7.5.17;0.0065;-0.00325;-0.00225;-117.5;0.155;25;27;-75;WAIT
5713;2013.7.5.18;0.0075;-0.00425;-0.00275;-107.5;0.135;25;29;-73;WAIT
5714;2013.7.5.19;0.0075;-0.00275;-0.00175;-77.5;0.165;27;35;-71;WAIT
5715;2013.7.5.20;0.0085;-0.00275;-0.00175;-72.5;0.155;25;43;-75;WAIT
5716;2013.7.5.21;0.0095;-0.00225;-0.00175;-62.5;0.155;25;59;-75;WAIT
5717;2013.7.5.22;0.0095;-0.00175;-0.00125;-57.5;0.175;25;53;-75;WAIT
5718;2013.7.8.0;0.0095;-0.00225;-0.00125;-62.5;0.185;25;55;-77;WAIT
5719;2013.7.8.1;0.0085;-0.00275;-0.00125;-92.5;0.185;21;33;-93;WAIT
5720;2013.7.8.2;0.0085;-0.00225;-0.00075;-72.5;0.185;31;33;-79;WAIT
5721;2013.7.8.3;0.0075;-0.00175;-0.00075;-72.5;0.145;31;35;-81;WAIT
5722;2013.7.8.4;0.0075;-0.00125;-0.00075;-62.5;0.125;31;55;-79;WAIT
5723;2013.7.8.5;0.0075;-0.00175;-0.00075;-97.5;0.155;29;53;-63;WAIT
5724;2013.7.8.6;0.0075;-0.00175;-0.00075;-147.5;0.155;27;39;-99;WAIT
5725;2013.7.8.7;0.0075;-0.00175;-0.00075;-107.5;0.135;33;35;-71;WAIT
5726;2013.7.8.8;0.0065;-0.00125;0.00025;-12.5;0.305;37;47;-41;WAIT
5727;2013.7.8.9;0.0065;-0.00025;0.00125;97.5;0.505;41;67;-31;WAIT
5728;2013.7.8.10;0.0065;-0.00025;0.00075;137.5;0.475;45;83;-1;WAIT
5729;2013.7.8.11;0.0055;0.00025;0.00175;207.5;0.575;51;87;-7;WAIT
5730;2013.7.8.12;0.0055;0.00075;0.00275;202.5;0.645;53;89;-17;WAIT
5731;2013.7.8.13;0.0045;0.00025;0.00175;117.5;0.585;49;77;-35;WAIT
5732;2013.7.8.14;0.0035;0.00025;0.00175;107.5;0.655;49;65;-31;WAIT
5733;2013.7.8.15;0.0025;0.00025;0.00275;147.5;0.795;61;67;-5;WAIT
5734;2013.7.8.16;0.0025;0.00075;0.00275;132.5;0.805;59;73;-17;WAIT
5735;2013.7.8.17;0.0015;0.00125;0.00325;122.5;0.815;57;73;-23;WAIT
5736;2013.7.8.18;0;0.00075;0.00225;102.5;0.815;59;65;-19;WAIT
5737;2013.7.8.19;0;0.00025;0.00175;77.5;0.835;55;59;-29;WAIT
5738;2013.7.8.20;0.0015;0.00025;0.00225;97.5;0.885;61;63;-7;WAIT
5739;2013.7.8.21;0.0015;0.00125;0.00225;107.5;0.895;59;61;-15;WAIT
5740;2013.7.8.22;0.0015;0.00075;0.00125;77.5;0.855;59;65;-21;WAIT
5741;2013.7.8.23;0.0015;0.00025;0.00125;57.5;0.805;57;53;-25;WAIT
5742;2013.7.9.0;0.0015;0.00075;0.00125;62.5;0.815;57;47;-29;WAIT
5743;2013.7.9.1;0.0015;-0.00025;0.00075;2.5;0.695;51;31;-49;WAIT
5744;2013.7.9.2;0.0025;-0.00125;0.00025;-97.5;0.525;45;19;-75;WAIT
5745;2013.7.9.3;0.0025;-0.00125;-0.00025;-117.5;0.565;49;17;-69;WAIT
5746;2013.7.9.4;0.0015;-0.00075;0.00025;-132.5;0.575;47;21;-81;WAIT
5747;2013.7.9.5;0.0015;-0.00075;0.00025;-67.5;0.465;53;39;-59;BUY
5748;2013.7.9.6;0.0015;-0.00025;0.00025;-37.5;0.435;51;51;-61;BUY
5749;2013.7.9.7;0;-0.00025;0.00275;137.5;0.595;63;81;-9;WAIT
5750;2013.7.9.8;0;0.00125;0.00325;202.5;0.645;67;89;-7;WAIT
5751;2013.7.9.9;0;0.00025;0.00275;102.5;0.605;57;79;-43;WAIT
5752;2013.7.9.10;0;-0.00025;0.00175;62.5;0.555;55;63;-47;WAIT
5753;2013.7.9.11;0.0015;-0.00025;0.00125;32.5;0.515;53;41;-53;WAIT
5754;2013.7.9.12;0.0015;-0.00125;0.00025;-22.5;0.475;49;25;-69;WAIT
5755;2013.7.9.13;0.0025;-0.00075;0.00025;-17.5;0.485;51;19;-65;WAIT
5756;2013.7.9.14;0.0025;-0.00125;-0.00025;-52.5;0.445;47;15;-77;SELL
5757;2013.7.9.15;0.0025;-0.00125;0.00025;-62.5;0.485;45;15;-87;SELL
5758;2013.7.9.16;0.0015;-0.00775;0.00025;-292.5;0.275;25;11;-93;SELL
5759;2013.7.9.17;0.0015;-0.00775;-0.00475;-277.5;0.255;23;9;-91;WAIT
5760;2013.7.9.18;0;-0.00625;-0.00425;-162.5;0.245;33;17;-79;WAIT
5761;2013.7.9.19;0.0015;-0.00725;-0.00325;-142.5;0.215;29;17;-89;WAIT
5762;2013.7.9.20;0.0025;-0.00475;-0.00275;-97.5;0.215;35;25;-77;WAIT
5763;2013.7.9.21;0.0045;-0.00325;-0.00225;-72.5;0.085;35;31;-79;WAIT
5764;2013.7.9.22;0.0065;-0.00325;-0.00225;-72.5;0.015;33;49;-81;WAIT
5765;2013.7.9.23;0.0075;-0.00275;-0.00175;-57.5;0.025;35;77;-77;WAIT
5766;2013.7.10.0;0.0085;-0.00225;-0.00175;-57.5;0.025;35;71;-79;WAIT
5767;2013.7.10.1;0.0085;-0.00225;-0.00175;-57.5;0.025;33;61;-81;WAIT
5768;2013.7.10.2;0.0075;-0.00225;-0.00125;-52.5;0.035;35;35;-81;WAIT
5769;2013.7.10.3;0.0075;-0.00225;-0.00125;-47.5;0.035;37;33;-77;WAIT
5770;2013.7.10.4;0.0075;-0.00275;-0.00075;-72.5;0.035;35;47;-81;WAIT
5771;2013.7.10.5;0.0075;-0.00125;-0.00075;-47.5;0.035;37;59;-77;WAIT
5772;2013.7.10.6;0.0065;-0.00125;-0.00075;-27.5;0.095;35;61;-41;WAIT
5773;2013.7.10.7;0.0065;-0.00125;0.00125;132.5;0.385;43;71;-17;BUY
5774;2013.7.10.8;0.0065;-0.00075;0.00125;162.5;0.385;43;73;-23;BUY
5775;2013.7.10.9;0.0065;-0.00125;0.00225;232.5;0.605;53;81;-5;WAIT
5776;2013.7.10.10;0.0055;0.00075;0.00325;267.5;0.695;57;85;-11;WAIT
5777;2013.7.10.11;0.0055;0.00125;0.00375;187.5;0.715;53;79;-33;WAIT
5778;2013.7.10.12;0.0045;0.00125;0.00225;132.5;0.745;55;73;-25;WAIT
5779;2013.7.10.13;0.0035;0.00125;0.00275;122.5;0.775;57;69;-17;WAIT
5780;2013.7.10.14;0.0015;0.00025;0.00175;87.5;0.725;55;67;-23;BUY
5781;2013.7.10.15;0.0015;0.00025;0.00225;87.5;0.765;57;67;-11;WAIT
5782;2013.7.10.16;0;0.00125;0.00425;142.5;0.835;67;77;-1;WAIT
5783;2013.7.10.17;0;0.00125;0.00425;122.5;0.845;61;81;-15;WAIT
5784;2013.7.10.18;0;0.00125;0.00325;117.5;0.895;63;83;-11;BUY
5785;2013.7.10.19;0.0015;0.00175;0.00375;127.5;0.905;61;73;-19;BUY
5786;2013.7.10.20;0.0015;0.00075;0.01125;197.5;0.935;71;59;-37;BUY
5787;2013.7.10.21;0.0025;0.00375;0.00625;147.5;0.935;71;49;-39;BUY
5788;2013.7.10.22;0.0035;0.00225;0.01225;237.5;0.955;83;63;-5;BUY
5789;2013.7.10.23;0.0045;0.00775;0.01375;232.5;0.965;85;83;-1;BUY
5790;2013.7.11.0;0.0055;0.00825;0.02825;257.5;0.975;91;93;-7;BUY
5791;2013.7.11.1;0.0075;0.01525;0.02225;177.5;0.975;79;87;-23;SELL
5792;2013.7.11.2;0.0105;0.01125;0.01425;117.5;0.935;73;77;-29;WAIT
5793;2013.7.11.3;0.0145;0.00825;0.01075;87.5;0.895;71;63;-33;BUY
5794;2013.7.11.4;0.0195;0.00675;0.01125;82.5;0.915;73;55;-25;BUY
5795;2013.7.11.5;0.0245;0.00675;0.01225;82.5;0.925;75;51;-19;WAIT
5796;2013.7.11.6;0.0275;0.00825;0.01025;77.5;0.915;75;61;-19;SELL
5797;2013.7.11.7;0.0285;0.00575;0.00975;62.5;0.895;73;69;-23;SELL
5798;2013.7.11.8;0.0275;0.00025;0.00725;27.5;0.805;61;49;-41;SELL
5799;2013.7.11.9;0.0265;-0.00275;0.00125;-17.5;0.755;57;23;-49;WAIT
5800;2013.7.11.10;0.0265;-0.00175;0.00175;-22.5;0.715;59;11;-49;WAIT
5801;2013.7.11.11;0.0255;-0.00125;0.00025;-52.5;0.715;57;15;-51;WAIT
5802;2013.7.11.12;0.0235;-0.00075;0.00275;-52.5;0.685;59;23;-63;WAIT
5803;2013.7.11.13;0.0205;0.00025;0.00225;-57.5;0.655;59;33;-73;SELL
5804;2013.7.11.14;0.0175;-0.00375;0.00225;-107.5;0.305;53;35;-97;WAIT
5805;2013.7.11.15;0.0155;-0.00375;0.00025;-107.5;0.305;53;31;-87;BUY
5806;2013.7.11.16;0.0135;-0.00275;0.00275;-62.5;0.385;55;27;-75;WAIT
5807;2013.7.11.17;0.0125;-0.00225;0.00125;-57.5;0.405;57;45;-71;WAIT
5808;2013.7.11.18;0.0105;-0.00225;0.00125;-72.5;0.355;53;45;-89;BUY
5809;2013.7.11.19;0.0095;-0.00225;0.00075;-47.5;0.255;57;53;-69;BUY
5810;2013.7.11.20;0.0085;-0.00025;0.00475;92.5;0.405;63;69;-35;BUY
5811;2013.7.11.21;0.0075;0.00275;0.00675;192.5;0.475;63;83;-19;WAIT
5812;2013.7.11.22;0.0065;0.00275;0.00425;147.5;0.605;61;83;-23;WAIT
5813;2013.7.11.23;0.0065;0.00225;0.00325;117.5;0.715;61;77;-23;WAIT
5814;2013.7.12.0;0.0075;0.00225;0.00275;97.5;0.705;63;73;-21;WAIT
5815;2013.7.12.1;0.0085;0.00125;0.00275;72.5;0.695;59;59;-31;WAIT
5816;2013.7.12.2;0.0095;0.00125;0.00225;67.5;0.635;61;45;-25;WAIT
5817;2013.7.12.3;0.0095;-0.00025;0.00175;37.5;0.595;57;13;-37;WAIT
5818;2013.7.12.4;0.0095;0.00025;0.00175;42.5;0.815;59;37;-27;WAIT
5819;2013.7.12.5;0.0095;0.00025;0.00125;32.5;0.845;57;33;-37;WAIT
5820;2013.7.12.6;0.0085;-0.00025;0.00075;7.5;0.755;57;35;-39;WAIT
5821;2013.7.12.7;0.0085;-0.00075;0.00025;-22.5;0.725;55;19;-45;SELL
5822;2013.7.12.8;0.0075;-0.00175;0.00025;-97.5;0.665;53;15;-55;SELL
5823;2013.7.12.9;0.0065;-0.00375;0.00025;-237.5;0.545;45;9;-97;WAIT
5824;2013.7.12.10;0.0065;-0.00325;-0.00175;-202.5;0.295;45;7;-97;WAIT
5825;2013.7.12.11;0.0055;-0.00275;-0.00075;-122.5;0.155;49;15;-75;WAIT
5826;2013.7.12.12;0.0045;-0.00175;0.00025;-102.5;0.195;47;19;-89;WAIT
5827;2013.7.12.13;0.0025;-0.00325;-0.00125;-137.5;0.155;43;19;-97;WAIT
5828;2013.7.12.14;0.0015;-0.00275;-0.00025;-107.5;0.195;45;13;-91;WAIT
5829;2013.7.12.15;0.0015;-0.00525;-0.00075;-112.5;0.155;45;29;-65;WAIT
5830;2013.7.12.16;0.0015;-0.00275;0.00125;-37.5;0.285;51;57;-45;BUY
5831;2013.7.12.17;0.0015;-0.00125;0.00075;-32.5;0.315;49;71;-51;WAIT
5832;2013.7.12.18;0.0015;-0.00125;0.00325;62.5;0.435;57;81;-19;WAIT
5833;2013.7.12.19;0.0015;-0.00225;0.00375;42.5;0.415;53;75;-35;WAIT
5834;2013.7.12.20;0.0015;0.00025;0.00125;57.5;0.435;53;69;-33;WAIT
5835;2013.7.12.21;0.0015;0.00025;0.00125;102.5;0.465;55;61;-25;WAIT
5836;2013.7.12.22;0;0.00025;0.00125;107.5;0.505;53;57;-27;WAIT
5837;2013.7.15.0;0;-0.00025;0.00125;67.5;0.565;53;55;-33;WAIT
5838;2013.7.15.1;0;-0.00025;0.00075;52.5;0.565;53;49;-33;WAIT
5839;2013.7.15.2;0.0015;-0.00075;0.00075;42.5;0.515;53;43;-31;WAIT
5840;2013.7.15.3;0.0015;-0.00025;0.00025;42.5;0.505;53;41;-31;WAIT
5841;2013.7.15.4;0.0015;-0.00025;0.00175;72.5;0.635;55;53;-25;WAIT
5842;2013.7.15.5;0.0015;0.00025;0.00075;77.5;0.625;55;59;-25;WAIT
5843;2013.7.15.6;0.0015;0.00025;0.00125;122.5;0.795;57;73;-25;WAIT
5844;2013.7.15.7;0;0.00025;0.00125;122.5;0.745;55;75;-33;WAIT
5845;2013.7.15.8;0.0015;-0.00175;0.00125;-127.5;0.575;45;51;-73;SELL
5846;2013.7.15.9;0.0015;-0.00175;0.00025;-152.5;0.395;49;33;-63;WAIT
5847;2013.7.15.10;0.0015;-0.00375;0.00025;-287.5;0.305;39;17;-89;SELL
5848;2013.7.15.11;0.0015;-0.00275;-0.00125;-207.5;0.305;41;19;-79;WAIT
5849;2013.7.15.12;0.0015;-0.00275;-0.00125;-177.5;0.235;39;13;-95;WAIT
5850;2013.7.15.13;0;-0.00475;-0.00125;-182.5;0.175;33;13;-89;WAIT
5851;2013.7.15.14;0;-0.00375;0.00125;-62.5;0.335;49;35;-39;BUY
5852;2013.7.15.15;0.0015;-0.00025;0.00125;-7.5;0.355;49;57;-39;WAIT
5853;2013.7.15.16;0.0025;-0.00175;0.00125;-22.5;0.325;49;81;-37;WAIT
5854;2013.7.15.17;0.0025;-0.00075;0.00075;-22.5;0.325;47;77;-47;WAIT
5855;2013.7.15.18;0.0025;-0.00075;0.00325;32.5;0.375;51;73;-33;WAIT
5856;2013.7.15.19;0.0025;0.00025;0.00325;77.5;0.385;55;67;-21;WAIT
5857;2013.7.15.20;0.0025;0.00075;0.00225;92.5;0.385;55;69;-15;WAIT
5858;2013.7.15.21;0.0015;0.00125;0.00225;122.5;0.375;57;75;-9;WAIT
5859;2013.7.15.22;0;0.00075;0.00175;92.5;0.445;53;75;-19;WAIT
5860;2013.7.15.23;0;0.00025;0.00125;82.5;0.435;55;69;-13;WAIT
5861;2013.7.16.0;0;0.00025;0.00125;62.5;0.535;53;55;-21;WAIT
5862;2013.7.16.1;0.0015;-0.00025;0.00025;37.5;0.515;51;39;-23;WAIT
5863;2013.7.16.2;0.0015;0.00025;0.00175;62.5;0.595;53;29;-19;WAIT
5864;2013.7.16.3;0.0015;-0.00025;0.00125;57.5;0.755;55;43;-15;WAIT
5865;2013.7.16.4;0.0015;0.00075;0.00175;102.5;0.705;57;61;-15;WAIT
5866;2013.7.16.5;0.0015;0.00025;0.00125;92.5;0.685;57;71;-15;WAIT
5867;2013.7.16.6;0.0015;0.00075;0.00125;122.5;0.845;59;77;-9;WAIT
5868;2013.7.16.7;0.0015;0.00025;0.00225;232.5;0.875;65;89;-1;WAIT
5869;2013.7.16.8;0.0015;0.00075;0.00275;187.5;0.845;59;79;-33;WAIT
5870;2013.7.16.9;0.0015;0.00025;0.00275;117.5;0.765;55;57;-59;WAIT
5871;2013.7.16.10;0.0015;-0.00075;0.00125;17.5;0.675;53;29;-61;BUY
5872;2013.7.16.11;0.0025;-0.00175;0.00175;32.5;0.615;57;35;-43;BUY
5873;2013.7.16.12;0.0025;-0.00025;0.00475;232.5;0.725;67;61;-17;BUY
5874;2013.7.16.13;0.0025;0.00275;0.00475;227.5;0.765;69;75;-21;WAIT
5875;2013.7.16.14;0.0025;0.00075;0.00475;177.5;0.695;73;85;-9;WAIT
5876;2013.7.16.15;0.0025;0.00025;0.00375;122.5;0.715;69;85;-15;WAIT
5877;2013.7.16.16;0.0035;0.00075;0.00375;127.5;0.705;73;91;-1;WAIT
5878;2013.7.16.17;0.0035;0.00225;0.00475;137.5;0.735;73;89;-9;WAIT
5879;2013.7.16.18;0.0045;0.00225;0.00425;122.5;0.725;73;87;-13;WAIT
5880;2013.7.16.19;0.0055;0.00225;0.00325;107.5;0.725;75;83;-9;WAIT
5881;2013.7.16.20;0.0065;0.00225;0.00425;117.5;0.755;77;85;-5;WAIT
5882;2013.7.16.21;0.0065;0.00175;0.00475;122.5;0.735;79;87;-5;WAIT
5883;2013.7.16.22;0.0065;0.00275;0.00325;102.5;0.735;75;83;-11;WAIT
5884;2013.7.16.23;0.0075;0.00125;0.00275;72.5;0.705;69;67;-17;WAIT
5885;2013.7.17.0;0.0085;0.00125;0.00175;57.5;0.755;67;47;-19;WAIT
5886;2013.7.17.1;0.0085;0.00075;0.00125;42.5;0.785;65;25;-27;WAIT
5887;2013.7.17.2;0.0085;-0.00025;0.00125;7.5;0.635;63;15;-41;WAIT
5888;2013.7.17.3;0.0085;-0.00025;0.00025;-32.5;0.585;59;7;-47;WAIT
5889;2013.7.17.4;0.0075;-0.00025;0.00025;-42.5;0.665;61;15;-43;WAIT
5890;2013.7.17.5;0.0075;-0.00025;0.00025;-57.5;0.675;61;19;-49;WAIT
5891;2013.7.17.6;0.0065;-0.00025;0.00025;-72.5;0.625;59;25;-73;WAIT
5892;2013.7.17.7;0.0055;-0.00075;0.00025;-117.5;0.435;53;21;-97;WAIT
5893;2013.7.17.8;0.0045;-0.00125;0.00025;-97.5;0.415;55;25;-87;WAIT
5894;2013.7.17.9;0.0045;-0.00175;0.00125;-52.5;0.445;61;53;-53;WAIT
5895;2013.7.17.10;0.0035;0.00025;0.00275;47.5;0.445;63;67;-45;WAIT
5896;2013.7.17.11;0.0035;-0.00075;0.00125;17.5;0.345;63;69;-41;WAIT
5897;2013.7.17.12;0.0035;0.00025;0.00125;42.5;0.355;59;59;-47;WAIT
5898;2013.7.17.13;0.0035;-0.00175;0.00075;-102.5;0.315;49;45;-81;WAIT
5899;2013.7.17.14;0.0025;-0.00175;0.00375;102.5;0.495;59;39;-53;SELL
5900;2013.7.17.15;0.0035;-0.00075;0.00325;87.5;0.505;55;33;-63;SELL
5901;2013.7.17.16;0.0025;-0.00525;0.00175;-287.5;0.375;37;25;-91;WAIT
5902;2013.7.17.17;0.0025;-0.00475;-0.00175;-252.5;0.385;37;15;-89;BUY
5903;2013.7.17.18;0.0025;-0.00425;0.00225;-52.5;0.515;53;27;-41;WAIT
5904;2013.7.17.19;0.0025;0.00025;0.00275;47.5;0.535;53;45;-39;WAIT
5905;2013.7.17.20;0.0015;-0.00225;0.00125;-77.5;0.465;45;55;-69;WAIT
5906;2013.7.17.21;0.0015;-0.00175;-0.00025;-72.5;0.485;47;51;-61;WAIT
5907;2013.7.17.22;0;-0.00075;-0.00025;-42.5;0.495;49;45;-57;WAIT
5908;2013.7.17.23;0;-0.00075;0.00025;-37.5;0.485;49;43;-59;WAIT
5909;2013.7.18.0;0;-0.00125;-0.00025;-57.5;0.425;47;37;-67;WAIT
5910;2013.7.18.1;0;-0.00125;-0.00025;-52.5;0.435;47;27;-65;WAIT
5911;2013.7.18.2;0;-0.00075;0.00025;-42.5;0.445;45;23;-67;WAIT
5912;2013.7.18.3;0;-0.00125;-0.00025;-72.5;0.475;43;15;-75;WAIT
5913;2013.7.18.4;0;-0.00125;-0.00075;-72.5;0.365;45;11;-71;WAIT
5914;2013.7.18.5;0;-0.00225;-0.00025;-132.5;0.335;39;9;-83;WAIT
5915;2013.7.18.6;0.0015;-0.00225;-0.00125;-147.5;0.465;39;11;-85;WAIT
5916;2013.7.18.7;0.0015;-0.00175;-0.00075;-137.5;0.485;41;13;-91;WAIT
5917;2013.7.18.8;0.0015;-0.00175;-0.00025;-97.5;0.265;41;21;-89;WAIT
5918;2013.7.18.9;0.0025;-0.00125;-0.00025;-77.5;0.175;43;33;-81;WAIT
5919;2013.7.18.10;0.0025;-0.00075;0.00125;27.5;0.465;53;63;-19;WAIT
5920;2013.7.18.11;0.0025;-0.00025;0.00125;7.5;0.465;47;65;-57;WAIT
5921;2013.7.18.12;0.0025;-0.00075;0.00075;-32.5;0.425;43;57;-73;WAIT
5922;2013.7.18.13;0.0025;-0.00125;0.00025;-32.5;0.385;45;37;-65;WAIT
5923;2013.7.18.14;0.0025;-0.00325;0.00025;-167.5;0.325;37;21;-89;WAIT
5924;2013.7.18.15;0.0015;-0.00325;-0.00075;-152.5;0.315;41;27;-67;WAIT
5925;2013.7.18.16;0.0015;-0.00275;-0.00025;-112.5;0.325;43;31;-61;WAIT
5926;2013.7.18.17;0.0015;-0.00175;-0.00025;-127.5;0.355;37;33;-87;WAIT
5927;2013.7.18.18;0.0025;-0.00275;-0.00075;-127.5;0.315;41;35;-69;WAIT
5928;2013.7.18.19;0.0025;-0.00175;0.00225;62.5;0.575;53;53;-17;WAIT
5929;2013.7.18.20;0.0035;-0.00025;0.00175;57.5;0.585;49;67;-35;WAIT
5930;2013.7.18.21;0.0035;0.00025;0.00175;72.5;0.575;53;79;-19;WAIT
5931;2013.7.18.22;0.0035;0.00025;0.00125;62.5;0.555;51;75;-23;WAIT
5932;2013.7.18.23;0.0025;0.00025;0.00125;67.5;0.555;53;79;-19;WAIT
5933;2013.7.19.0;0.0025;0.00025;0.00075;67.5;0.485;51;77;0;WAIT
5934;2013.7.19.1;0.0015;0.00025;0.00125;67.5;0.495;51;71;-23;WAIT
5935;2013.7.19.2;0;-0.00125;0.00075;-2.5;0.425;45;47;-47;WAIT
5936;2013.7.19.3;0;-0.00125;0.00075;37.5;0.455;51;49;-25;BUY
5937;2013.7.19.4;0;-0.00025;0.00325;167.5;0.715;61;69;-7;BUY
5938;2013.7.19.5;0;0.00225;0.00375;207.5;0.755;61;81;-17;WAIT
5939;2013.7.19.6;0;0.00175;0.00275;162.5;0.725;61;81;-15;WAIT
5940;2013.7.19.7;0;0.00125;0.00275;127.5;0.745;59;77;-17;WAIT
5941;2013.7.19.8;0.0015;0.00075;0.00175;87.5;0.765;61;75;-17;WAIT
5942;2013.7.19.9;0.0015;0.00025;0.00175;52.5;0.645;55;61;-39;SELL
5943;2013.7.19.10;0.0025;0.00025;0.00125;32.5;0.645;53;37;-43;WAIT
5944;2013.7.19.11;0.0025;-0.00225;0.00025;-62.5;0.485;45;9;-77;WAIT
5945;2013.7.19.12;0.0035;-0.00175;0.00025;-52.5;0.485;47;17;-67;WAIT
5946;2013.7.19.13;0.0025;-0.00075;0.00175;12.5;0.545;53;33;-41;WAIT
5947;2013.7.19.14;0.0025;-0.00125;0.00075;-32.5;0.535;49;45;-59;WAIT
5948;2013.7.19.15;0.0015;-0.00175;0.00025;-37.5;0.505;53;57;-47;WAIT
5949;2013.7.19.16;0.0015;-0.00025;0.00275;67.5;0.665;57;61;-23;WAIT
5950;2013.7.19.17;0;0.00125;0.00225;87.5;0.665;59;73;-19;WAIT
5951;2013.7.19.18;0;0.00075;0.00175;72.5;0.565;59;77;-21;WAIT
5952;2013.7.19.19;0;0.00075;0.00175;72.5;0.535;57;75;-25;WAIT
5953;2013.7.19.20;0.0015;-0.00025;0.00125;47.5;0.505;57;69;-29;WAIT
5954;2013.7.19.21;0.0015;0.00025;0.00225;102.5;0.535;59;63;-19;WAIT
5955;2013.7.19.22;0.0025;-0.00025;0.00125;67.5;0.545;57;53;-23;WAIT
5956;2013.7.22.0;0.0025;0.00025;0.00125;82.5;0.565;61;61;-11;WAIT
5957;2013.7.22.1;0.0025;0.00075;0.00225;122.5;0.615;65;75;-3;WAIT
5958;2013.7.22.2;0.0025;0.00125;0.00275;152.5;0.815;65;83;-11;WAIT
5959;2013.7.22.3;0.0025;0.00075;0.00175;117.5;0.795;61;77;-23;WAIT
5960;2013.7.22.4;0.0025;0.00075;0.00125;107.5;0.755;63;71;-15;WAIT
5961;2013.7.22.5;0.0025;0.00075;0.00125;92.5;0.785;61;59;-21;WAIT
5962;2013.7.22.6;0.0035;0.00025;0.00075;52.5;0.785;59;49;-33;WAIT
5963;2013.7.22.7;0.0035;0.00025;0.00075;47.5;0.675;59;29;-39;WAIT
5964;2013.7.22.8;0.0035;-0.00025;0.00075;12.5;0.605;57;25;-45;WAIT
5965;2013.7.22.9;0.0035;-0.00025;0.00125;62.5;0.655;61;45;-29;BUY
5966;2013.7.22.10;0.0035;0.00025;0.00125;82.5;0.655;61;59;-25;WAIT
5967;2013.7.22.11;0.0025;0.00025;0.00375;237.5;0.825;71;75;-17;WAIT
5968;2013.7.22.12;0.0025;0.00175;0.00325;242.5;0.795;71;79;-15;WAIT
5969;2013.7.22.13;0.0025;0.00075;0.00225;112.5;0.715;61;69;-41;WAIT
5970;2013.7.22.14;0.0025;-0.00025;0.00125;32.5;0.645;57;53;-59;WAIT
5971;2013.7.22.15;0.0035;-0.00025;0.00325;152.5;0.695;69;57;-3;WAIT
5972;2013.7.22.16;0.0035;0.00225;0.00475;177.5;0.725;67;59;-35;WAIT
5973;2013.7.22.17;0.0035;0.00125;0.00275;112.5;0.695;67;67;-35;WAIT
5974;2013.7.22.18;0.0045;0.00125;0.00275;102.5;0.695;67;55;-35;WAIT
